Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds▼,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb,Player-additional
228,Pharaoh Brown,HOU,26,TE,13,9,16,14,87.5%,163,11.6,2,9,75.0,29,10.2,1.1,12.5,0,BrowPh01
229,Malcolm Brown,LAR,27,RB,16,0,33,23,69.7%,162,7.0,0,9,45.5,30,4.9,1.4,10.1,1,BrowMa03
230,Byron Pringle,KAN,27,WR,13,3,17,13,76.5%,160,12.3,1,9,64.7,37,9.4,1.0,12.3,0,PrinBy00
231,Darrell Henderson,LAR,23,RB,15,11,24,16,66.7%,159,9.9,1,8,41.7,28,6.6,1.1,10.6,0,HendDa00
232,Freddie Swain,SEA,22,WR,16,1,21,13,61.9%,159,12.2,2,6,42.9,23,7.6,0.8,9.9,0,SwaiFr00
233,Donald Parham,LAC,23,TE,13,5,20,10,50.0%,159,15.9,3,8,50.0,26,8.0,0.8,12.2,0,ParhDo00
234,Melvin Gordon,DEN,27,RB,15,10,44,32,72.7%,158,4.9,1,7,29.5,20,3.6,2.1,10.5,4,GordMe00
235,Raheem Mostert,SFO,28,RB,8,8,19,16,84.2%,156,9.8,1,5,52.6,76,8.2,2.0,19.5,1,MostRa00
236,Noah Brown,DAL,24,WR,16,1,24,14,58.3%,154,11.0,0,6,54.2,20,6.4,0.9,9.6,0,BrowNo00
237,Zay Jones,LVR,25,WR,16,2,20,14,70.0%,154,11.0,1,6,55.0,37,7.7,0.9,9.6,0,JoneZa00
238,Nick Chubb*,CLE,25,RB,12,12,18,16,88.9%,150,9.4,0,6,61.1,26,8.3,1.3,12.5,1,ChubNi00
239,Auden Tate,CIN,23,WR,9,2,22,14,63.6%,150,10.7,0,9,50.0,19,6.8,1.6,16.7,0,TateAu00
240,Adam Shaheen,MIA,26,TE,16,5,22,12,54.5%,150,12.5,3,9,50.0,43,6.8,0.8,9.4,0,ShahAd00
241,Christian McCaffrey,CAR,24,RB,3,3,19,17,89.5%,149,8.8,1,8,52.6,24,7.8,5.7,49.7,0,McCaCh01
242,Joshua Kelley,LAC,23,RB,14,0,23,23,100.0%,148,6.4,0,9,56.5,35,6.4,1.6,10.6,2,KellJo01
243,Chris Thompson,JAX,30,RB,8,0,23,20,87.0%,146,7.3,1,5,47.8,15,6.3,2.5,18.3,0,ThomCh03
244,O.J. Howard,TAM,26,TE,4,1,19,11,57.9%,146,13.3,2,8,52.6,33,7.7,2.8,36.5,0,HowaO.00
245,Ian Thomas,CAR,24,TE,16,8,31,20,64.5%,145,7.3,1,11,51.6,21,4.7,1.3,9.1,1,ThomIa00
246,Kenny Stills,HOU,28,WR,10,0,19,11,57.9%,144,13.1,1,8,42.1,24,7.6,1.1,14.4,0,StilKe00
247,Christian Blake,ATL,24,WR,16,0,18,13,72.2%,141,10.8,0,6,50.0,25,7.8,0.8,8.8,0,BlakCh00
248,Foster Moreau,LVR,23,TE,16,2,9,7,77.8%,140,20.0,2,5,77.8,47,15.6,0.4,8.8,0,MoreFo00
249,Alex Erickson,CIN,28,WR,16,2,17,12,70.6%,139,11.6,0,5,52.9,42,8.2,0.8,8.7,2,EricAl01
250,Joe Mixon,CIN,24,RB,6,6,26,21,80.8%,138,6.6,1,5,46.2,19,5.3,3.5,23.0,1,MixoJo00
251,Jalen Richard,LVR,27,RB,13,0,23,19,82.6%,138,7.3,0,5,43.5,19,6.0,1.5,10.6,1,RichJa01
252,Le'Veon Bell,2TM,28,RB,11,4,20,16,80.0%,138,8.6,0,7,65.0,30,6.9,1.5,12.5,1,BellLe00
253,Kenyan Drake,ARI,26,RB,15,13,31,25,80.6%,137,5.5,0,5,48.4,18,4.4,1.7,9.1,3,DrakKe00
254,Jeff Wilson,SFO,25,RB,12,3,28,13,46.4%,133,10.2,3,8,28.6,21,4.8,1.1,11.1,2,WilsJe01
255,Cordarrelle Patterson*+,CHI,29,WR,16,3,25,21,84.0%,132,6.3,0,7,48.0,25,5.3,1.3,8.3,0,PattCo00
256,Mike Thomas,CIN,26,WR,14,0,21,13,61.9%,132,10.2,1,7,47.6,29,6.3,0.9,9.4,1,ThomMi04
257,Jesse James,DET,26,TE,16,7,22,14,63.6%,129,9.2,2,6,36.4,31,5.9,0.9,8.1,0,JameJe00
258,Gus Edwards,BAL,25,RB,16,6,13,9,69.2%,129,14.3,0,4,53.8,34,9.9,0.6,8.1,1,EdwaGu00
259,Dion Lewis,NYG,30,RB,16,0,30,19,63.3%,127,6.7,1,8,36.7,17,4.2,1.2,7.9,3,LewiDi00
260,Alexander Mattison,MIN,22,RB,13,2,15,13,86.7%,125,9.6,1,5,66.7,28,8.3,1.0,9.6,0,MattAl01
261,Cam Akers,LAR,21,RB,13,5,14,11,78.6%,123,11.2,1,4,42.9,38,8.8,0.8,9.5,1,AkerCa00
262,Albert Okwuegbunam,DEN,22,TE,4,0,15,11,73.3%,121,11.0,1,6,60.0,27,8.1,2.8,30.3,0,OkwuAl00
263,J.K. Dobbins,BAL,22,RB,15,1,24,18,75.0%,120,6.7,0,4,37.5,19,5.0,1.2,8.0,2,DobbJK00
264,Tyler Kroft,BUF,28,TE,10,4,16,12,75.0%,119,9.9,3,9,68.8,38,7.4,1.2,11.9,0,KrofTy00
265,Chris Hogan,NYJ,33,WR,5,4,26,14,53.8%,118,8.4,0,6,46.2,27,4.5,2.8,23.6,0,HogaCh00
266,Equanimeous St. Brown,GNB,24,WR,12,1,13,7,53.8%,117,16.7,1,6,53.8,24,9.0,0.6,9.8,0,St.BEq00
267,Darrel Williams,KAN,25,RB,16,0,26,18,69.2%,116,6.4,0,6,42.3,15,4.5,1.1,7.3,0,WillDa10
268,Alshon Jeffery,PHI,30,WR,7,2,13,6,46.2%,115,19.2,1,5,38.5,39,8.8,0.9,16.4,0,JeffAl00
269,Wayne Gallman,NYG,26,RB,15,10,27,21,77.8%,114,5.4,0,6,37.0,19,4.2,1.4,7.6,1,GallWa00
270,Derrick Henry*+,TEN,26,RB,16,16,31,19,61.3%,114,6.0,0,4,32.3,53,3.7,1.2,7.1,3,HenrDe00
271,Jace Sternberger,GNB,24,TE,12,0,15,12,80.0%,114,9.5,1,6,53.3,27,7.6,1.0,9.5,0,SterJa00
272,Sony Michel,NWE,25,RB,9,6,9,7,77.8%,114,16.3,1,5,77.8,31,12.7,0.8,12.7,0,MichSo00
273,Nick Boyle,BAL,27,TE,9,9,17,14,82.4%,113,8.1,2,8,58.8,21,6.6,1.6,12.6,0,BoylNi00
274,Kaden Smith,NYG,23,TE,15,12,21,18,85.7%,112,6.2,0,8,61.9,16,5.3,1.2,7.5,1,SmitKa00
275,DeeJay Dallas,SEA,22,RB,12,2,20,17,85.0%,111,6.5,1,5,55.0,13,5.6,1.4,9.3,0,DallDe00
276,Alec Ingold,LVR,24,FB,16,4,17,12,70.6%,110,9.2,1,9,58.8,23,6.5,0.8,6.9,0,IngoAl01
277,Blake Bell,DAL,29,TE,16,2,15,11,73.3%,110,10.0,0,7,60.0,24,7.3,0.7,6.9,0,BellBl00
278,Marcedes Lewis,GNB,36,TE,15,15,17,10,58.8%,107,10.7,3,6,58.8,36,6.3,0.7,7.1,0,LewiMa00
279,Stephen Anderson,LAC,27,TE,16,3,11,8,72.7%,106,13.3,0,7,63.6,23,9.6,0.5,6.6,0,AndeSt01
280,Quez Watkins,PHI,22,WR,6,0,13,7,53.8%,106,15.1,1,4,30.8,43,8.2,1.2,17.7,0,WatkQu00
281,Jordan Wilkins,IND,26,RB,15,0,16,12,75.0%,105,8.8,0,3,37.5,24,6.6,0.8,7.0,0,WilkJo01
282,Maxx Williams,ARI,26,TE,9,8,10,8,80.0%,102,12.8,1,4,70.0,42,10.2,0.9,11.3,0,WillMa04
283,LeSean McCoy,TAM,32,RB,10,0,19,15,78.9%,101,6.7,0,3,15.8,15,5.3,1.5,10.1,0,McCoLe01
284,Adrian Peterson,DET,35,RB,16,10,18,12,66.7%,101,8.4,0,4,55.6,23,5.6,0.8,6.3,0,PeteAd01
285,C.J. Board,NYG,27,WR,14,4,16,11,68.8%,101,9.2,0,6,43.8,16,6.3,0.8,7.2,0,BoarC.00
286,Cameron Batson,TEN,25,WR,12,1,13,12,92.3%,100,8.3,1,7,76.9,18,7.7,1.0,8.3,1,BatsCa00
287,Ty Johnson,2TM,23,RB,13,1,21,16,76.2%,99,6.2,1,6,38.1,18,4.7,1.2,7.6,0,JohnTy02
288,Vance McDonald,PIT,30,TE,14,12,20,15,75.0%,99,6.6,0,4,35.0,15,5.0,1.1,7.1,0,McDoVa00
289,Taysom Hill,NOR,30,WR/QB,16,8,12,8,66.7%,98,12.3,1,4,33.3,21,8.2,0.5,6.1,10,HillTa00
290,C.J. Ham,MIN,27,FB,15,11,13,8,61.5%,97,12.1,1,6,61.5,30,7.5,0.5,6.5,0,HamxC.00
291,Matt Breida,MIA,25,RB,12,1,10,9,90.0%,96,10.7,0,5,60.0,31,9.6,0.8,8.0,2,BreiMa00
292,Zack Moss,BUF,23,RB,13,0,18,14,77.8%,95,6.8,1,5,55.6,20,5.3,1.1,7.3,0,MossZa00
293,Nick Vannett,DEN,27,TE,15,11,21,14,66.7%,95,6.8,1,6,47.6,19,4.5,0.9,6.3,0,VannNi00
294,Justin Watson,TAM,24,WR,11,2,11,7,63.6%,94,13.4,0,5,63.6,36,8.5,0.6,8.5,0,WatsJu01
295,Carlos Hyde,SEA,30,RB,10,1,20,16,80.0%,93,5.8,0,4,40.0,18,4.7,1.6,9.3,1,HydeCa00
296,Malcolm Perry,MIA,23,WR,9,2,13,9,69.2%,92,10.2,1,4,61.5,25,7.1,1.0,10.2,1,PerrMa00
297,Darrell Daniels,ARI,26,TE,12,8,11,8,72.7%,92,11.5,1,4,63.6,31,8.4,0.7,7.7,0,DaniDa02
298,Austin Mack,NYG,23,WR,11,1,11,7,63.6%,91,13.0,0,5,54.5,50,8.3,0.6,8.3,0,MackAu01
299,Travis Homer,SEA,22,RB,9,0,10,9,90.0%,90,10.0,1,4,40.0,50,9.0,1.0,10.0,0,HomeTr00
300,Frank Gore,NYJ,37,RB,15,14,19,16,84.2%,89,5.6,0,3,68.4,9,4.7,1.1,5.9,1,GoreFr00
301,Jamal Agnew,DET,25,WR,14,2,20,13,65.0%,89,6.8,0,4,35.0,20,4.5,0.9,6.4,2,AgneJa00
302,C.J. Uzomah,CIN,27,TE,2,2,11,8,72.7%,87,10.9,1,6,63.6,23,7.9,4.0,43.5,0,UzomC.00
303,Trent Taylor,SFO,26,WR,12,1,21,10,47.6%,86,8.6,0,5,28.6,29,4.1,0.8,7.2,0,TaylTr02
304,Ryan Griffin,NYJ,30,TE,15,6,12,9,75.0%,86,9.6,0,4,50.0,23,7.2,0.6,5.7,0,GrifRy00
305,JJ Arcega-Whiteside,PHI,24,WR,8,0,8,4,50.0%,85,21.3,0,4,50.0,37,10.6,0.5,10.6,0,ArceJJ00
306,Devontae Booker,LVR,28,RB,16,1,21,17,81.0%,84,4.9,0,2,33.3,17,4.0,1.1,5.3,1,BookDe00
307,Tyler Ervin,GNB,27,RB,8,0,15,11,73.3%,84,7.6,0,6,53.3,24,5.6,1.4,10.5,0,ErviTy00
308,Geoff Swaim,TEN,27,WR,10,8,12,9,75.0%,83,9.2,1,6,58.3,16,6.9,0.9,8.3,0,SwaiGe00
309,Royce Freeman,DEN,24,RB,16,0,13,12,92.3%,81,6.8,0,4,46.2,28,6.2,0.8,5.1,0,FreeRo00
310,Troy Fumagalli,DEN,25,TE,8,0,15,8,53.3%,80,10.0,1,6,53.3,29,5.3,1.0,10.0,0,FumaTr00
311,DeMichael Harris,IND,22,WR,7,0,10,10,100.0%,79,7.9,0,3,70.0,21,7.9,1.4,11.3,0,HarrDe09
312,Ray-Ray McCloud,PIT,24,WR,16,2,22,20,90.9%,77,3.9,0,3,40.9,13,3.5,1.3,4.8,2,McClRa00
313,Dante Pettis,2TM,25,WR,7,1,6,4,66.7%,76,19.0,1,3,50.0,33,12.7,0.6,10.9,1,PettDa00
314,Ito Smith,ATL,25,RB,14,0,26,17,65.4%,75,4.4,0,3,30.8,17,2.9,1.2,5.4,1,SmitIt00
315,K.J. Hill,LAC,23,CB,15,0,11,7,63.6%,73,10.4,0,2,63.6,25,6.6,0.5,4.9,1,HillKJ00
316,Pharoh Cooper,CAR,25,WR,16,1,8,5,62.5%,73,14.6,0,3,50.0,32,9.1,0.3,4.6,1,CoopPh00
317,Parris Campbell,IND,23,WR,2,2,9,6,66.7%,71,11.8,0,4,44.4,21,7.9,3.0,35.5,0,CampPa00
318,Jason Witten,LVR,38,TE,16,7,17,13,76.5%,69,5.3,2,8,52.9,15,4.1,0.8,4.3,0,WittJa00
319,Brandon Powell,ATL,25,WR,15,1,18,12,66.7%,69,5.8,2,5,38.9,13,3.8,0.8,4.6,2,PoweBr00
320,Patrick Laird,MIA,25,RB,16,0,12,10,83.3%,68,6.8,0,3,50.0,17,5.7,0.6,4.3,1,LairPa00
321,Ryan Nall,CHI,25,RB,16,0,9,8,88.9%,67,8.4,1,5,55.6,18,7.4,0.5,4.2,0,NallRy00
322,Samaje Perine,CIN,25,RB,16,1,12,11,91.7%,66,6.0,0,4,50.0,15,5.5,0.7,4.1,0,PeriSa00
323,Malik Taylor,GNB,25,WR,15,1,6,5,83.3%,66,13.2,1,4,83.3,26,11.0,0.3,4.4,0,TaylMa01
324,Courtland Sutton,DEN,25,WR,1,1,6,3,50.0%,66,22.0,0,2,33.3,45,11.0,3.0,66.0,0,SuttCo00
325,Darwin Thompson,KAN,23,RB,14,1,11,7,63.6%,65,9.3,1,3,27.3,37,5.9,0.5,4.6,0,ThomDa06
326,La'Mical Perine,NYJ,22,RB,10,0,15,11,73.3%,63,5.7,0,3,46.7,14,4.2,1.1,6.3,0,PeriLa00
327,Luke Stocker,ATL,32,TE,16,13,11,7,63.6%,63,9.0,0,4,45.5,25,5.7,0.4,3.9,0,StocLu00
328,Tyrie Cleveland,DEN,23,WR,10,0,9,6,66.7%,63,10.5,0,4,55.6,17,7.0,0.6,6.3,0,ClevTy00
329,Nick Keizer,KAN,25,TE,16,3,9,6,66.7%,63,10.5,0,2,44.4,22,7.0,0.4,3.9,1,KeizNi00
330,Damion Ratley,NYG,25,WR,5,0,10,4,40.0%,63,15.8,0,2,40.0,29,6.3,0.8,12.6,1,RatlDa00
331,Gunner Olszewski+,NWE,24,WR,13,2,5,5,100.0%,62,12.4,1,3,60.0,38,12.4,0.4,4.8,1,OlszGu00
332,Salvon Ahmed,MIA,22,RB,6,4,14,11,78.6%,61,5.5,0,2,28.6,13,4.4,1.8,10.2,0,AhmeSa01
333,Benny Snell Jr.,PIT,22,RB,16,3,14,10,71.4%,61,6.1,0,3,50.0,14,4.4,0.6,3.8,2,SnelBe00
334,Saquon Barkley,NYG,23,RB,2,2,9,6,66.7%,60,10.0,0,3,44.4,38,6.7,3.0,30.0,0,BarkSa00
335,Ja'Marcus Bradley,CLE,24,WR,3,1,11,5,45.5%,60,12.0,0,2,36.4,22,5.5,1.7,20.0,0,BradJa01
336,Steven Mitchell,HOU,26,WR,6,1,8,5,62.5%,60,12.0,0,3,37.5,20,7.5,0.8,10.0,0,MitcSt02
337,Keith Smith,ATL,28,FB,16,7,15,11,73.3%,59,5.4,0,4,33.3,13,3.9,0.7,3.7,0,SmitKe03
338,Rodney Smith,CAR,24,RB,7,1,11,9,81.8%,59,6.6,0,1,27.3,12,5.4,1.3,8.4,1,SmitRo08
339,Ameer Abdullah,MIN,27,RB,16,0,9,8,88.9%,58,7.3,2,4,44.4,22,6.4,0.5,3.6,0,AbduAm00
340,Devonta Freeman,NYG,28,RB,5,4,10,7,70.0%,58,8.3,0,3,50.0,18,5.8,1.4,11.6,0,FreeDe00
341,Jaydon Mickens,TAM,26,WR,10,0,10,7,70.0%,58,8.3,0,6,60.0,11,5.8,0.7,5.8,0,MickJa01
342,Jeremy McNichols,TEN,25,RB,16,0,17,12,70.6%,55,4.6,0,0,29.4,9,3.2,0.8,3.4,0,McNiJe00
343,Dare Ogunbowale,JAX,26,RB,14,2,20,10,50.0%,54,5.4,0,4,20.0,12,2.7,0.7,3.9,0,OgunDa00
344,Anthony McFarland Jr.,PIT,21,RB,11,0,9,6,66.7%,54,9.0,0,1,55.6,17,6.0,0.5,4.9,0,McFaAn00
345,Cethan Carter,CIN,25,TE,15,5,7,5,71.4%,53,10.6,0,3,57.1,24,7.6,0.3,3.5,0,CartCe00
346,Johnny Mundt,LAR,26,TE,16,1,4,4,100.0%,53,13.3,0,1,100.0,34,13.3,0.3,3.3,0,MundJo00
347,Ashton Dulin,IND,23,WR,13,0,6,3,50.0%,53,17.7,0,2,50.0,34,8.8,0.2,4.1,1,DuliAs00
348,Chris Manhertz,CAR,28,TE,16,12,8,6,75.0%,52,8.7,0,1,50.0,17,6.5,0.4,3.3,0,ManhCh00
349,Damien Harris,NWE,23,RB,10,10,7,5,71.4%,52,10.4,0,4,57.1,15,7.4,0.5,5.2,1,HarrDa06
350,Mark Ingram,BAL,31,RB,11,9,8,6,75.0%,50,8.3,0,2,37.5,18,6.3,0.5,4.5,0,IngrMa01
351,Trent Sherfield,ARI,24,WR,15,1,7,5,71.4%,50,10.0,0,2,28.6,26,7.1,0.3,3.3,0,SherTr00
352,Virgil Green,LAC,32,TE,6,3,6,3,50.0%,50,16.7,1,2,50.0,26,8.3,0.5,8.3,0,GreeVi00
353,Laquon Treadwell,ATL,25,WR,5,0,7,6,85.7%,49,8.2,2,4,85.7,14,7.0,1.2,9.8,0,TreaLa00
354,MyCole Pruitt,TEN,28,TE,11,4,8,5,62.5%,49,9.8,2,4,62.5,22,6.1,0.5,4.5,0,PruiMy00
355,Javon Wims,CHI,26,WR,13,1,12,6,50.0%,48,8.0,1,4,41.7,13,4.0,0.5,3.7,0,WimsJa00
356,Dez Bryant,BAL,32,WR,6,0,11,6,54.5%,47,7.8,2,3,54.5,16,4.3,1.0,7.8,0,BryaDe01
357,Jaylen Samuels,PIT,24,RB,14,1,14,9,64.3%,46,5.1,0,2,42.9,12,3.3,0.6,3.3,0,SamuJa00
358,Josh Hill,NOR,30,TE,14,7,10,8,80.0%,46,5.8,1,4,50.0,16,4.6,0.6,3.3,1,HillJo02
359,Darrius Shepherd,GNB,25,WR,8,0,8,5,62.5%,46,9.2,0,1,37.5,19,5.8,0.6,5.8,1,ShepDa00
360,Levine Toilolo,NYG,29,TE,16,2,6,5,83.3%,46,9.2,0,3,66.7,14,7.7,0.3,2.9,0,ToilLe00
361,Lil'Jordan Humphrey,NOR,22,WR,3,1,5,3,60.0%,46,15.3,1,3,60.0,17,9.2,1.0,15.3,0,HumpLi01
362,Patrick Ricard*,BAL,26,FB,15,10,12,9,75.0%,45,5.0,1,3,50.0,11,3.8,0.6,3.0,1,RicaPa00
363,Demetrius Harris,CHI,29,TE,15,5,14,7,50.0%,45,6.4,0,2,42.9,9,3.2,0.5,3.0,0,HarrDe03
364,Hunter Bryant,DET,22,TE,5,0,3,1,33.3%,44,44.0,0,1,33.3,44,14.7,0.2,8.8,0,BryaHu02
365,Theo Riddick,LVR,29,RB,4,0,6,5,83.3%,43,8.6,0,1,50.0,15,7.2,1.3,10.8,0,RiddTh00
366,Devine Ozigbo,JAX,24,RB,8,0,9,9,100.0%,42,4.7,0,3,44.4,12,4.7,1.1,5.3,0,OzigDe01
367,Troymaine Pope,LAC,27,RB,6,0,10,8,80.0%,42,5.3,0,1,30.0,11,4.2,1.3,7.0,0,PopeTr00
368,Tarik Cohen,CHI,25,RB,3,0,9,6,66.7%,41,6.8,0,1,33.3,20,4.6,2.0,13.7,0,CoheTa00
369,River Cracraft,SFO,26,WR,9,1,9,6,66.7%,41,6.8,0,2,33.3,12,4.6,0.7,4.6,0,CracRi00
370,Tanner Hudson,TAM,26,TE,11,0,7,3,42.9%,41,13.7,0,3,42.9,20,5.9,0.3,3.7,0,HudsTa00
371,Ted Ginn Jr.,CHI,35,WR,6,0,6,3,50.0%,40,13.3,0,1,33.3,29,6.7,0.5,6.7,1,GinnTe00
372,Khari Blasingame,TEN,24,FB,15,7,5,4,80.0%,39,9.8,0,2,60.0,16,7.8,0.3,2.6,0,BlasKh00
373,Juwan Johnson,NOR,24,WR,7,4,10,4,40.0%,39,9.8,0,3,30.0,19,3.9,0.6,5.6,0,JohnJu02
374,Riley Ridley,CHI,24,WR,5,1,4,4,100.0%,39,9.8,0,3,100.0,18,9.8,0.8,7.8,0,RidlRi00
375,Devin Asiasi,NWE,23,TE,9,3,7,2,28.6%,39,19.5,1,2,28.6,26,5.6,0.2,4.3,0,AsiaDe00
376,Robert Foster,WAS,26,WR,4,2,6,2,33.3%,37,18.5,0,2,33.3,28,6.2,0.5,9.3,0,FostRo01
377,Deon Yelder,KAN,25,TE,14,1,11,7,63.6%,36,5.1,0,2,36.4,12,3.3,0.5,2.6,0,YeldDe00
378,Charlie Woerner,SFO,23,TE,14,0,4,3,75.0%,36,12.0,0,2,50.0,18,9.0,0.2,2.6,0,WoerCh00
379,Jakob Johnson,NWE,26,FB,16,11,9,8,88.9%,35,4.4,1,3,55.6,12,3.9,0.5,2.2,1,JohnJa12
380,Lee Smith,BUF,33,TE,10,2,6,4,66.7%,35,8.8,2,3,50.0,27,5.8,0.4,3.5,0,SmitLe00
381,Kahale Warring,HOU,23,TE,7,0,7,3,42.9%,35,11.7,0,2,28.6,23,5.0,0.4,5.0,0,WarrKa00
382,Brandon Zylstra,CAR,27,WR,16,2,4,3,75.0%,35,11.7,0,3,50.0,28,8.8,0.2,2.2,0,ZylsBr00
383,Lawrence Cager,NYJ,23,WR,2,1,6,2,33.3%,35,17.5,0,2,33.3,19,5.8,1.0,17.5,0,CageLa01
384,Cam Newton,NWE,31,QB,15,15,2,2,100.0%,35,17.5,1,2,100.0,19,17.5,0.1,2.3,6,NewtCa00
385,Ke'Shawn Vaughn,TAM,23,RB,10,0,10,5,50.0%,34,6.8,1,2,30.0,13,3.4,0.5,3.4,1,VaugKe00
386,Tevin Coleman,SFO,27,RB,8,1,5,4,80.0%,34,8.5,0,2,60.0,18,6.8,0.5,4.3,0,ColeTe01
387,Andre Roberts*,BUF,32,WR,15,0,5,4,80.0%,34,8.5,0,2,60.0,16,6.8,0.3,2.3,3,RobeAn00
388,Jamycal Hasty,SFO,24,RB,8,0,8,7,87.5%,33,4.7,0,0,25.0,16,4.1,0.9,4.1,1,HastJa02
389,Nick Westbrook-Ikhine,TEN,23,WR,14,1,8,3,37.5%,33,11.0,0,3,25.0,19,4.1,0.2,2.4,0,WestNi00
390,Terry Godwin,JAX,24,WR,3,0,6,3,50.0%,32,10.7,0,2,50.0,21,5.3,1.0,10.7,0,GodwTe00
391,Seth Roberts,CAR,29,WR,7,1,6,4,66.7%,31,7.8,0,2,50.0,12,5.2,0.6,4.4,0,RobeSe00
392,Daniel Brown,NYJ,28,WR,16,1,2,2,100.0%,31,15.5,0,2,100.0,18,15.5,0.1,1.9,0,BrowDa04
393,DeAndre Washington,2TM,27,RB,4,1,10,5,50.0%,30,6.0,0,2,40.0,10,3.0,1.3,7.5,0,WashDe00
394,Trayveon Williams,CIN,23,RB,10,0,5,5,100.0%,30,6.0,0,1,60.0,13,6.0,0.5,3.0,1,WillTr06
395,Marlon Mack,IND,24,RB,1,1,3,3,100.0%,30,10.0,0,1,66.7,19,10.0,3.0,30.0,0,MackMa00
396,Josh Adams,NYJ,24,RB,8,0,8,6,75.0%,29,4.8,0,2,50.0,11,3.6,0.8,3.6,0,AdamJo03
397,Isaiah Zuber,NWE,23,WR,4,0,2,2,100.0%,29,14.5,0,1,50.0,16,14.5,0.5,7.3,0,ZubeIs00
398,Phillip Lindsay,DEN,26,RB,11,8,14,7,50.0%,28,4.0,0,1,28.6,11,2.0,0.6,2.5,0,LindPh00
399,Michael Burton,NOR,28,RB,15,4,4,4,100.0%,28,7.0,0,1,75.0,12,7.0,0.3,1.9,0,BurtMi00
400,Austin Carr,NOR,27,WR,6,0,4,3,75.0%,27,9.0,1,3,75.0,11,6.8,0.5,4.5,0,CarrAu00
401,Ty Montgomery,NOR,27,WR,6,1,6,3,50.0%,27,9.0,0,1,16.7,17,4.5,0.5,4.5,0,MontTy01
402,Darrynton Evans,TEN,22,RB,5,0,4,2,50.0%,27,13.5,1,2,50.0,24,6.8,0.4,5.4,0,EvanDa02
403,Austin Walter,SFO,24,RB,4,0,1,1,100.0%,27,27.0,0,1,100.0,27,27.0,0.3,6.8,0,WaltAu00
404,Diontae Spencer,DEN,28,WR,11,0,6,3,50.0%,26,8.7,0,1,50.0,10,4.3,0.3,2.4,2,SpenDi00
405,Dominique Dafney,GNB,23,TE,5,2,2,2,100.0%,26,13.0,1,2,100.0,13,13.0,0.4,5.2,0,DafnDo00
406,Zeke Turner,ARI,24,DB,16,0,1,1,100.0%,26,26.0,0,1,0.0,26,26.0,0.1,1.6,0,TurnZe00
407,Corey Clement,PHI,26,RB,15,0,6,5,83.3%,25,5.0,0,2,66.7,12,4.2,0.3,1.7,0,ClemCo00
408,Gabe Nabers,LAC,23,FB,16,5,7,5,71.4%,25,5.0,2,2,57.1,9,3.6,0.3,1.6,0,NabeGa00
409,Jaeden Graham,ATL,25,TE,16,0,5,3,60.0%,25,8.3,0,1,40.0,11,5.0,0.2,1.6,0,GrahJa01
410,Daurice Fountain,IND,25,WR,5,0,3,2,66.7%,23,11.5,0,2,66.7,12,7.7,0.4,4.6,0,FounDa00
411,Jake Kumerow,BUF,28,WR,6,0,1,1,100.0%,22,22.0,1,1,100.0,22,22.0,0.2,3.7,0,KumeJa00
412,T.J. Yeldon,BUF,27,RB,3,0,4,1,25.0%,22,22.0,1,1,25.0,22,5.5,0.3,7.3,1,YeldT.00
413,Jonathan Williams,DET,26,RB,5,0,4,4,100.0%,21,5.3,0,2,75.0,10,5.3,0.8,4.2,1,WillJo07
414,AJ Dillon,GNB,22,RB,11,0,2,2,100.0%,21,10.5,0,1,100.0,16,10.5,0.2,1.9,0,DillAJ00
415,Tavon Austin,GNB,30,WR,4,0,5,5,100.0%,20,4.0,0,1,60.0,7,4.0,1.3,5.0,1,AustTa00
416,Justice Hill,BAL,23,RB,12,0,5,5,100.0%,20,4.0,0,0,20.0,8,4.0,0.4,1.7,0,HillJu00
417,Antonio Callaway,MIA,23,WR,5,1,4,2,50.0%,20,10.0,0,1,50.0,13,5.0,0.4,4.0,0,CallAn00
418,Elijhaa Penny,NYG,27,RB,14,0,3,2,66.7%,20,10.0,0,1,66.7,11,6.7,0.1,1.4,0,PennEl00
419,Antonio Williams,BUF,23,RB,1,0,1,1,100.0%,20,20.0,0,1,100.0,20,20.0,1.0,20.0,0,WillAn03
420,Deontay Burnett,PHI,23,WR,2,0,4,3,75.0%,19,6.3,0,1,50.0,10,4.8,1.5,9.5,0,BurnDe00
421,Alfred Morris,NYG,32,RB,9,0,4,3,75.0%,19,6.3,1,2,75.0,9,4.8,0.3,2.1,0,MorrAl00
422,Alex Armah,CAR,26,FB,16,1,9,5,55.6%,18,3.6,0,1,22.2,14,2.0,0.3,1.1,0,ArmaAl00
423,C.J. Prosise,HOU,26,RB,10,0,5,5,100.0%,18,3.6,1,1,40.0,10,3.6,0.5,1.8,1,ProsC.00
424,Reggie Bonnafon,CAR,24,RB,2,0,2,2,100.0%,18,9.0,1,2,100.0,15,9.0,1.0,9.0,0,BonnRe00
425,John Ross,CIN,25,WR,3,1,7,2,28.6%,17,8.5,0,1,14.3,15,2.4,0.7,5.7,0,RossJo00
426,Josh Malone,NYJ,24,WR,4,0,6,4,66.7%,16,4.0,0,1,16.7,13,2.7,1.0,4.0,0,MaloJo00
427,Trenton Cannon,CAR,26,RB,14,0,3,3,100.0%,16,5.3,0,1,33.3,19,5.3,0.2,1.1,0,CannTr00
