Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds▼,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb,Player-additional
199,Patrick Laird,MIA,24,RB,15,4,30,23,76.7%,204,8.9,0,13,50.0,21,6.8,1.5,13.6,0,LairPa00
200,Anthony Firkser,TEN,24,FB,15,1,24,14,58.3%,204,14.6,1,9,41.7,39,8.5,0.9,13.6,0,FirkAn00
201,Maxx Williams,ARI,25,TE,16,10,19,15,78.9%,202,13.5,1,11,57.9,28,10.6,0.9,12.6,0,WillMa04
202,Scott Miller,TAM,22,WR,10,2,26,13,50.0%,200,15.4,1,5,34.6,48,7.7,1.3,20.0,0,MillSc01
203,Damion Ratley,CLE,24,WR,13,3,24,12,50.0%,200,16.7,1,11,50.0,46,8.3,0.9,15.4,0,RatlDa00
204,Trey Quinn,WAS,24,WR,12,6,47,26,55.3%,198,7.6,1,10,42.6,19,4.2,2.2,16.5,1,QuinTr00
205,Miles Boykin,BAL,23,WR,16,11,22,13,59.1%,198,15.2,3,10,59.1,50,9.0,0.8,12.4,0,BoykMi00
206,Phillip Lindsay,DEN,25,RB,16,16,48,35,72.9%,196,5.6,0,9,37.5,36,4.1,2.2,12.3,0,LindPh00
207,Justin Hardy,ATL,28,WR,16,1,26,19,73.1%,195,10.3,0,9,57.7,23,7.5,1.2,12.2,0,HardJu00
208,Devin Singletary,BUF,22,RB,12,8,41,29,70.7%,194,6.7,2,5,29.3,49,4.7,2.4,16.2,4,SingDe00
209,Bennie Fowler,NYG,28,WR,8,2,36,23,63.9%,193,8.4,0,12,55.6,17,5.4,2.9,24.1,0,FowlBe00
210,Andy Isabella,ARI,23,WR,15,1,13,9,69.2%,189,21.0,1,4,53.8,88,14.5,0.6,12.6,0,IsabAn00
211,KeeSean Johnson,ARI,23,WR,10,4,42,21,50.0%,187,8.9,1,10,38.1,31,4.5,2.1,18.7,1,JohnKe07
212,Javon Wims,CHI,25,WR,16,6,39,18,46.2%,186,10.3,1,9,35.9,37,4.8,1.1,11.6,0,WimsJa00
213,Marquise Goodwin,SFO,29,WR,9,6,21,12,57.1%,186,15.5,1,10,57.1,38,8.9,1.3,20.7,0,GoodMa00
214,David Montgomery,CHI,22,RB,16,8,35,25,71.4%,185,7.4,1,7,42.9,30,5.3,1.6,11.6,2,MontDa01
215,Laquon Treadwell,MIN,24,WR,13,1,16,9,56.3%,184,20.4,1,8,50.0,58,11.5,0.7,14.2,0,TreaLa00
216,LeSean McCoy,KAN,31,RB,13,9,34,28,82.4%,181,6.5,1,6,44.1,23,5.3,2.2,13.9,3,McCoLe01
217,Dontrelle Inman,2TM,30,WR,7,1,21,12,57.1%,181,15.1,0,9,42.9,28,8.6,1.7,25.9,0,InmaDo00
218,Tevin Coleman,SFO,26,RB,14,11,30,21,70.0%,180,8.6,1,9,43.3,37,6.0,1.5,12.9,0,ColeTe01
219,Raheem Mostert,SFO,27,RB,16,0,22,14,63.6%,180,12.9,2,6,40.9,39,8.2,0.9,11.3,2,MostRa00
220,Chester Rogers,IND,25,WR,12,6,28,16,57.1%,179,11.2,2,11,42.9,27,6.4,1.3,14.9,2,RogeCh02
221,Tavon Austin,DAL,29,WR,14,0,24,13,54.2%,177,13.6,1,8,45.8,59,7.4,0.9,12.6,1,AustTa00
222,Foster Moreau,OAK,22,TE,13,7,25,21,84.0%,174,8.3,5,14,68.0,23,7.0,1.6,13.4,0,MoreFo00
223,Ben Watson,NWE,39,TE,10,8,24,17,70.8%,173,10.2,0,9,54.2,26,7.2,1.7,17.3,0,WatsBe00
224,Logan Thomas,DET,28,TE,16,3,28,16,57.1%,173,10.8,1,10,42.9,17,6.2,1.0,10.8,0,ThomLo00
225,Byron Pringle,KAN,26,WR,16,0,16,12,75.0%,170,14.2,1,7,62.5,28,10.6,0.8,10.6,0,PrinBy00
226,Kalif Raymond,TEN,25,WR,8,1,12,9,75.0%,170,18.9,1,6,66.7,52,14.2,1.1,21.3,1,RaymKa00
227,JJ Arcega-Whiteside,PHI,23,WR,16,5,22,10,45.5%,169,16.9,1,7,45.5,30,7.7,0.6,10.6,0,ArceJJ00
228,Rhett Ellison,NYG,31,FB,10,7,28,18,64.3%,167,9.3,1,4,28.6,31,6.0,1.8,16.7,0,ElliRh00
229,Darrel Williams,KAN,24,RB,12,0,19,15,78.9%,167,11.1,1,7,52.6,52,8.8,1.3,13.9,1,WillDa10
230,Josh Jacobs,OAK,21,RB,13,13,27,20,74.1%,166,8.3,0,8,51.9,28,6.1,1.5,12.8,1,JacoJo01
231,Nick Vannett,2TM,26,TE,16,7,22,17,77.3%,166,9.8,0,5,54.5,18,7.5,1.1,10.4,0,VannNi00
232,Duke Williams,BUF,27,WR,4,3,19,12,63.2%,166,13.8,1,8,52.6,41,8.7,3.0,41.5,0,WillDu01
233,Richie James,SFO,24,WR,16,1,10,6,60.0%,165,27.5,1,5,50.0,57,16.5,0.4,10.3,1,JameRi00
234,Dion Lewis,TEN,29,RB,16,1,32,25,78.1%,164,6.6,1,7,31.3,24,5.1,1.6,10.3,1,LewiDi00
235,Jakeem Grant,MIA,27,WR,10,2,33,19,57.6%,164,8.6,0,9,45.5,18,5.0,1.9,16.4,2,GranJa00
236,DeAndre Carter,HOU,26,WR,16,3,14,11,78.6%,162,14.7,0,6,64.3,46,11.6,0.7,10.1,2,CartDe02
237,Justin Watson,TAM,23,WR,16,2,26,15,57.7%,159,10.6,2,10,57.7,17,6.1,0.9,9.9,0,WatsJu01
238,DeSean Jackson,PHI,33,WR,3,3,10,9,90.0%,159,17.7,2,6,70.0,53,15.9,3.0,53.0,0,JackDe00
239,Marcedes Lewis,GNB,35,TE,16,11,19,15,78.9%,156,10.4,1,8,57.9,25,8.2,0.9,9.8,0,LewiMa00
240,James O'Shaughnessy,JAX,27,TE,5,5,20,14,70.0%,153,10.9,2,7,60.0,35,7.7,2.8,30.6,0,O'ShJa00
241,C.J. Ham*,MIN,26,FB,16,7,26,17,65.4%,149,8.8,1,6,46.2,36,5.7,1.1,9.3,1,HamxC.00
242,Demetrius Harris,CLE,28,TE,15,6,27,15,55.6%,149,9.9,3,10,40.7,23,5.5,1.0,9.9,0,HarrDe03
243,Jaeden Graham,ATL,24,TE,16,0,10,9,90.0%,149,16.6,1,7,70.0,53,14.9,0.6,9.3,0,GrahJa01
244,Ryquell Armstead,JAX,23,RB,16,1,24,14,58.3%,144,10.3,2,9,54.2,31,6.0,0.9,9.0,0,ArmsRy00
245,Adrian Peterson,WAS,34,RB,15,15,23,17,73.9%,142,8.4,0,7,47.8,22,6.2,1.1,9.5,3,PeteAd01
246,Jesse James,DET,25,TE,16,11,27,16,59.3%,142,8.9,0,8,48.1,23,5.3,1.0,8.9,0,JameJe00
247,Seth Devalve,JAX,26,TE,12,6,18,12,66.7%,140,11.7,0,7,55.6,20,7.8,1.0,11.7,0,DevaSe00
248,Ian Thomas,CAR,23,TE,16,3,30,16,53.3%,136,8.5,1,10,43.3,19,4.5,1.0,8.5,0,ThomIa00
249,Keelan Doss,OAK,23,WR,8,2,14,11,78.6%,133,12.1,0,6,71.4,31,9.5,1.4,16.6,0,DossKe00
250,Matt LaCosse,NWE,27,TE,11,8,19,13,68.4%,131,10.1,1,6,52.6,24,6.9,1.2,11.9,0,LaCoMa00
251,Parris Campbell,IND,22,WR,7,3,24,18,75.0%,127,7.1,1,6,29.2,27,5.3,2.6,18.1,3,CampPa00
252,Kerryon Johnson,DET,22,RB,8,7,15,10,66.7%,127,12.7,1,7,53.3,36,8.5,1.3,15.9,1,JohnKe06
253,Dan Arnold,2TM,24,WR,5,1,14,8,57.1%,127,15.9,2,6,42.9,37,9.1,1.6,25.4,0,ArnoDa00
254,Mack Hollins,2TM,26,WR,16,3,23,10,43.5%,125,12.5,0,7,34.8,20,5.4,0.6,7.8,0,HollMa00
255,T.J. Yeldon,BUF,26,RB,6,0,15,13,86.7%,124,9.5,0,6,53.3,23,8.3,2.2,20.7,1,YeldT.00
256,Deon Cain,2TM,23,WR,13,6,20,9,45.0%,124,13.8,0,7,45.0,35,6.2,0.7,9.5,0,CainDe00
257,Vernon Davis,WAS,35,TE,4,1,19,10,52.6%,123,12.3,1,4,36.8,48,6.5,2.5,30.8,0,DaviVe00
258,Matt Breida,SFO,24,RB,13,5,22,19,86.4%,120,6.3,1,6,45.5,17,5.5,1.5,9.2,2,BreiMa00
259,Marcell Ateman,OAK,25,WR,11,0,10,5,50.0%,116,23.2,0,4,50.0,36,11.6,0.5,10.5,1,AtemMa00
260,Peyton Barber,TAM,25,RB,16,7,24,16,66.7%,115,7.2,1,4,41.7,16,4.8,1.0,7.2,1,BarbPe01
261,Braxton Berrios,NYJ,24,WR,16,0,13,6,46.2%,115,19.2,0,3,30.8,69,8.8,0.4,7.2,1,BerrBr00
262,Olamide Zaccheaus,ATL,22,WR,10,0,5,3,60.0%,115,38.3,1,2,60.0,93,23.0,0.3,11.5,0,ZaccOl01
263,Jeff Heuerman,DEN,27,TE,14,11,20,14,70.0%,114,8.1,1,9,60.0,26,5.7,1.0,8.1,0,HeueJe00
264,Tommy Sweeney,BUF,24,TE,6,1,13,8,61.5%,114,14.3,0,4,46.2,29,8.8,1.3,19.0,0,SweeTo00
265,Ryan Izzo,NWE,24,TE,6,4,9,6,66.7%,114,19.0,1,4,55.6,41,12.7,1.0,19.0,0,IzzoRy00
266,Devin Smith,DAL,27,WR,4,2,9,5,55.6%,113,22.6,1,4,55.6,51,12.6,1.3,28.3,0,SmitDe04
267,Brandon Bolden,NWE,29,RB,15,2,11,9,81.8%,111,12.3,1,6,63.6,29,10.1,0.6,7.4,0,BoldBr00
268,Trevor Davis,3TM,26,WR,14,4,11,8,72.7%,111,13.9,0,4,54.5,28,10.1,0.6,7.9,3,DaviTr03
269,Ty Johnson,DET,22,RB,16,1,31,24,77.4%,109,4.5,0,4,32.3,13,3.5,1.5,6.8,1,JohnTy02
270,Nick O'Leary,2TM,27,TE,12,5,18,13,72.2%,109,8.4,1,4,55.6,19,6.1,1.1,9.1,1,OLeaNi00
271,Dante Pettis,SFO,24,WR,11,4,24,11,45.8%,109,9.9,2,7,37.5,21,4.5,1.0,9.9,0,PettDa00
272,Derek Carrier,OAK,29,TE,16,4,19,13,68.4%,108,8.3,1,4,47.4,25,5.7,0.8,6.8,0,CarrDe00
273,Tony Pollard,DAL,22,RB,15,0,20,15,75.0%,107,7.1,1,4,40.0,21,5.4,1.0,7.1,1,PollTo00
274,Brandon Zylstra,CAR,26,WR,8,0,12,8,66.7%,106,13.3,0,5,58.3,40,8.8,1.0,13.3,1,ZylsBr00
275,Chase Edmonds,ARI,23,RB,13,2,21,12,57.1%,105,8.8,1,5,42.9,31,5.0,0.9,8.1,0,EdmoCh00
276,N'Keal Harry,NWE,22,WR,7,5,24,12,50.0%,105,8.8,2,7,41.7,18,4.4,1.7,15.0,0,HarrNK00
277,Hale Hentges,WAS,23,TE,11,4,14,8,57.1%,103,12.9,1,6,42.9,24,7.4,0.7,9.4,0,HentHa00
278,Wayne Gallman,NYG,25,RB,10,2,15,11,73.3%,102,9.3,1,4,46.7,21,6.8,1.1,10.2,0,GallWa00
279,Frank Gore,BUF,36,RB,16,8,16,13,81.3%,100,7.7,0,5,50.0,18,6.3,0.8,6.3,0,GoreFr00
280,Robert Tonyan,GNB,25,TE,11,1,15,10,66.7%,100,10.0,1,4,46.7,28,6.7,0.9,9.1,0,TonyRo00
281,Danny Vitale,GNB,26,RB,15,4,12,7,58.3%,97,13.9,0,3,41.7,27,8.1,0.5,6.5,0,VitaDa00
282,Sony Michel,NWE,24,RB,16,14,20,12,60.0%,94,7.8,0,7,40.0,19,4.7,0.8,5.9,2,MichSo00
283,Mo Alie-Cox,IND,26,TE,16,2,11,8,72.7%,93,11.6,0,5,63.6,21,8.5,0.5,5.8,0,AlieMo00
284,Dontrell Hilliard,CLE,24,RB,14,0,15,12,80.0%,92,7.7,0,4,40.0,19,6.1,0.9,6.6,2,HillDo00
285,Ross Dwelley,SFO,24,TE,16,6,22,15,68.2%,91,6.1,2,8,45.5,25,4.1,0.9,5.7,0,DwelRo00
286,Christian Blake,ATL,23,WR,9,3,24,11,45.8%,91,8.3,0,5,37.5,13,3.8,1.2,10.1,0,BlakCh00
287,J.P. Holtz,2TM,26,TE,15,7,8,7,87.5%,91,13.0,0,4,75.0,30,11.4,0.5,6.1,0,HoltJ.01
288,Ty Montgomery,NYJ,26,WR,16,2,17,13,76.5%,90,6.9,0,3,41.2,21,5.3,0.8,5.6,0,MontTy01
289,Andrew Beck,DEN,23,TE,16,6,12,9,75.0%,90,10.0,1,6,50.0,29,7.5,0.6,5.6,0,BeckAn01
290,MyCole Pruitt,TEN,27,TE,16,10,8,6,75.0%,90,15.0,1,4,75.0,42,11.3,0.4,5.6,0,PruiMy00
291,Mark Walton,MIA,22,RB,7,4,21,15,71.4%,89,5.9,0,3,33.3,18,4.2,2.1,12.7,1,WaltMa00
292,Antonio Callaway,CLE,22,WR,4,2,15,8,53.3%,89,11.1,0,3,40.0,41,5.9,2.0,22.3,0,CallAn00
293,Ameer Abdullah,MIN,26,RB,16,0,21,15,71.4%,88,5.9,1,5,47.6,16,4.2,0.9,5.5,1,AbduAm00
294,Ito Smith,ATL,24,RB,7,0,14,11,78.6%,87,7.9,0,2,35.7,11,6.2,1.6,12.4,0,SmitIt00
295,Joshua Perkins,PHI,26,TE,5,0,13,9,69.2%,87,9.7,1,5,46.2,24,6.7,1.8,17.4,0,PerkJo02
296,Jesper Horsted,CHI,22,WR,6,1,10,8,80.0%,87,10.9,1,4,60.0,20,8.7,1.3,14.5,1,HorsJe00
297,Trey Burton,CHI,28,TE,8,5,24,14,58.3%,84,6.0,0,5,37.5,16,3.5,1.8,10.5,0,BurtTr01
298,Cordarrelle Patterson*+,CHI,28,WR,16,4,17,11,64.7%,83,7.5,0,3,41.2,33,4.9,0.7,5.2,0,PattCo00
299,Rashaad Penny,SEA,23,RB,10,0,11,8,72.7%,83,10.4,1,3,54.5,30,7.5,0.8,8.3,1,PennRa00
300,Marlon Mack,IND,23,RB,14,12,17,14,82.4%,82,5.9,0,2,47.1,14,4.8,1.0,5.9,0,MackMa00
301,Alexander Mattison,MIN,21,RB,13,0,12,10,83.3%,82,8.2,0,3,50.0,17,6.8,0.8,6.3,1,MattAl01
302,Damion Willis,CIN,22,WR,10,2,16,9,56.3%,82,9.1,0,3,43.8,17,5.1,0.9,8.2,0,WillDa11
303,Trent Sherfield,ARI,23,WR,16,1,13,4,30.8%,80,20.0,0,4,30.8,38,6.2,0.3,5.0,0,SherTr00
304,Luke Willson,SEA,29,TE,8,7,10,8,80.0%,79,9.9,0,5,70.0,17,7.9,1.0,9.9,0,WillLu00
305,Derrius Guice,WAS,22,RB,5,1,9,7,77.8%,79,11.3,1,2,55.6,45,8.8,1.4,15.8,0,GuicDe00
306,Virgil Green,LAC,31,TE,15,4,13,9,69.2%,78,8.7,1,4,61.5,15,6.0,0.6,5.2,0,GreeVi00
307,C.J. Prosise,SEA,25,RB,9,0,12,10,83.3%,76,7.6,0,3,58.3,21,6.3,1.1,8.4,1,ProsC.00
308,KhaDarel Hodge,CLE,24,WR,16,1,10,4,40.0%,76,19.0,0,3,40.0,41,7.6,0.3,4.8,0,HodgKh00
309,Adam Shaheen,CHI,25,TE,8,2,13,9,69.2%,74,8.2,0,3,61.5,18,5.7,1.1,9.3,1,ShahAd00
310,Daniel Brown,NYJ,27,WR,16,5,11,7,63.6%,72,10.3,1,4,45.5,24,6.5,0.4,4.5,0,BrowDa04
311,D'Ernest Johnson,CLE,23,RB,16,0,7,6,85.7%,71,11.8,0,1,28.6,27,10.1,0.4,4.4,0,JohnDE04
312,Tyler Kroft,BUF,27,TE,11,3,14,6,42.9%,71,11.8,1,5,35.7,20,5.1,0.5,6.5,0,KrofTy00
313,Justice Hill,BAL,22,RB,16,0,15,8,53.3%,70,8.8,0,5,53.3,14,4.7,0.5,4.4,0,HillJu00
314,Chad Beebe,MIN,25,WR,3,0,2,2,100.0%,70,35.0,0,2,100.0,61,35.0,0.7,23.3,3,BeebCh00
315,Brian Hill,ATL,24,RB,12,2,14,10,71.4%,69,6.9,1,4,35.7,12,4.9,0.8,5.8,0,HillBr02
316,Jordan Howard,PHI,25,RB,10,4,14,10,71.4%,69,6.9,1,3,50.0,20,4.9,1.0,6.9,0,HowaJo00
317,Riley Ridley,CHI,23,WR,5,0,7,6,85.7%,69,11.5,0,4,71.4,32,9.9,1.2,13.8,0,RidlRi00
318,Blake Bell,KAN,28,TE,15,7,15,8,53.3%,67,8.4,0,3,26.7,30,4.5,0.5,4.5,0,BellBl00
319,Chris Hogan,CAR,32,WR,7,1,15,8,53.3%,67,8.4,0,3,46.7,13,4.5,1.1,9.6,0,HogaCh00
320,Rico Gafford,OAK,23,DB,4,1,2,2,100.0%,66,33.0,1,2,100.0,49,33.0,0.5,16.5,0,GaffRi00
321,Geoff Swaim,JAX,26,TE,6,2,17,13,76.5%,65,5.0,0,1,23.5,9,3.8,2.2,10.8,0,SwaiGe00
322,Durham Smythe,MIA,24,TE,16,14,14,7,50.0%,65,9.3,0,2,35.7,24,4.6,0.4,4.1,0,SmytDu00
323,Wendell Smallwood,WAS,25,RB,15,0,13,9,69.2%,64,7.1,0,4,53.8,18,4.9,0.6,4.3,0,SmalWe00
324,Robert Foster,BUF,25,WR,13,2,18,3,16.7%,64,21.3,0,3,16.7,24,3.6,0.2,4.9,0,FostRo01
325,Kalen Ballage,MIA,24,RB,12,6,24,14,58.3%,63,4.5,0,4,20.8,13,2.6,1.2,5.3,0,BallKa00
326,Tevin Jones,PIT,27,WR,5,0,10,4,40.0%,61,15.3,0,1,40.0,28,6.1,0.8,12.2,0,JoneTe02
327,Chris Lacy,DET,23,WR,7,2,10,3,30.0%,60,20.0,0,2,30.0,48,6.0,0.4,8.6,0,LacyCh00
328,Ben Braunecker,CHI,25,TE,11,3,11,6,54.5%,59,9.8,1,5,45.5,18,5.4,0.5,5.4,0,BrauBe00
329,Jonathan Williams,IND,25,RB,9,1,5,5,100.0%,59,11.8,0,3,80.0,31,11.8,0.6,6.6,0,WillJo07
330,Tyler Conklin,MIN,24,TE,15,1,10,8,80.0%,58,7.3,0,2,60.0,20,5.8,0.5,3.9,0,ConkTy00
331,Reggie Bonnafon,CAR,23,RB,16,0,9,6,66.7%,57,9.5,0,1,33.3,32,6.3,0.4,3.6,0,BonnRe00
332,Devontae Booker,DEN,27,RB,16,0,9,6,66.7%,57,9.5,0,1,33.3,25,6.3,0.4,3.6,0,BookDe00
333,Clive Walford,MIA,28,TE,7,3,8,4,50.0%,57,14.3,0,4,50.0,19,7.1,0.6,8.1,0,WalfCl00
334,Travis Homer,SEA,21,RB,16,1,13,11,84.6%,56,5.1,0,3,46.2,11,4.3,0.7,3.5,0,HomeTr00
335,Andre Patton,LAC,25,WR,13,5,17,6,35.3%,56,9.3,0,4,35.3,15,3.3,0.5,4.3,0,PattAn00
336,Antonio Brown,NWE,31,WR,1,0,8,4,50.0%,56,14.0,1,3,50.0,20,7.0,4.0,56.0,0,BrowAn04
337,Rashard Higgins,CLE,25,WR,10,1,11,4,36.4%,55,13.8,1,3,36.4,35,5.0,0.4,5.5,0,HiggRa00
338,Khari Blasingame,TEN,23,RB,6,3,5,4,80.0%,54,13.5,0,2,60.0,24,10.8,0.7,9.0,0,BlasKh00
339,Luke Stocker,ATL,31,TE,15,9,14,8,57.1%,53,6.6,0,2,35.7,18,3.8,0.5,3.5,1,StocLu00
340,Myles Gaskin,MIA,22,RB,7,0,12,7,58.3%,51,7.3,0,2,41.7,20,4.3,1.0,7.3,0,GaskMy00
341,Stephen Carlson,CLE,23,TE,9,5,7,5,71.4%,51,10.2,1,2,71.4,21,7.3,0.6,5.7,0,CarlSt00
342,Ross Travis,IND,26,LB,3,1,6,4,66.7%,51,12.8,0,1,50.0,25,8.5,1.3,17.0,1,TravRo00
343,DeAndrew White,CAR,28,WR,10,0,9,4,44.4%,51,12.8,0,3,33.3,18,5.7,0.4,5.1,0,WhitDe01
344,Lance Kendricks,LAC,31,TE,12,1,7,3,42.9%,50,16.7,0,3,42.9,24,7.1,0.3,4.2,0,KendLa00
345,Deon Yelder,KAN,24,TE,9,1,4,3,75.0%,50,16.7,0,2,50.0,24,12.5,0.3,5.6,0,YeldDe00
346,Trey Edmunds,PIT,25,RB,11,0,7,6,85.7%,48,8.0,0,2,42.9,11,6.9,0.5,4.4,0,EdmuTr00
347,Deontay Burnett,PHI,22,WR,1,1,4,2,50.0%,48,24.0,0,1,50.0,41,12.0,2.0,48.0,0,BurnDe00
348,Patrick Ricard*,BAL,25,FB,16,7,11,8,72.7%,47,5.9,1,3,54.5,10,4.3,0.5,2.9,0,RicaPa00
349,Trevon Wesco,NYJ,24,TE,16,1,3,2,66.7%,47,23.5,0,2,66.7,32,15.7,0.1,2.9,0,WescTr00
350,Cedrick Wilson Jr.,DAL,24,WR,6,0,8,5,62.5%,46,9.2,0,2,50.0,14,5.8,0.8,7.7,0,WilsCe01
351,Alexander Hollins,MIN,23,WR,5,1,4,2,50.0%,46,23.0,0,2,50.0,35,11.5,0.4,9.2,0,HollAl00
352,Gus Edwards,BAL,24,RB,16,1,7,7,100.0%,45,6.4,0,2,71.4,10,6.4,0.4,2.8,2,EdwaGu00
353,Alec Ingold,OAK,23,FB,16,4,6,6,100.0%,44,7.3,1,4,66.7,14,7.3,0.4,2.8,0,IngoAl01
354,Darwin Thompson,KAN,22,RB,12,0,10,9,90.0%,43,4.8,0,2,50.0,19,4.3,0.8,3.6,0,ThomDa06
355,Jordan Wilkins,IND,25,RB,14,1,11,7,63.6%,43,6.1,0,1,36.4,11,3.9,0.5,3.1,0,WilkJo01
356,Jason Moore,LAC,24,WR,10,0,5,2,40.0%,43,21.5,0,2,40.0,32,8.6,0.2,4.3,0,MoorJa02
357,Carlos Hyde,HOU,29,RB,16,14,16,10,62.5%,42,4.2,0,2,25.0,14,2.6,0.6,2.6,4,HydeCa00
358,Andy Janovich,DEN,26,RB,7,3,5,5,100.0%,42,8.4,0,1,60.0,22,8.4,0.7,6.0,0,JanoAn00
359,Patrick DiMarco,BUF,30,FB,16,4,7,5,71.4%,41,8.2,0,1,42.9,27,5.9,0.3,2.6,0,DiMaPa00
360,David Njoku,CLE,23,TE,4,1,10,5,50.0%,41,8.2,1,3,30.0,18,4.1,1.3,10.3,0,NjokDa00
361,Troy Fumagalli,DEN,24,TE,11,5,9,6,66.7%,38,6.3,1,1,44.4,9,4.2,0.5,3.5,0,FumaTr00
362,Geremy Davis,LAC,27,WR,7,1,3,3,100.0%,38,12.7,0,1,100.0,19,12.7,0.4,5.4,0,DaviGe00
363,T.J. Jones,NYG,27,WR,3,0,4,3,75.0%,38,12.7,1,2,75.0,28,9.5,1.0,12.7,3,JoneT.00
364,Elandon Roberts,NWE,25,LB,16,3,1,1,100.0%,38,38.0,1,1,100.0,38,38.0,0.1,2.4,0,RobeEl00
365,Darrell Henderson,LAR,22,RB,13,0,6,4,66.7%,37,9.3,0,1,66.7,14,6.2,0.3,2.8,0,HendDa00
366,Steven Mitchell,HOU,25,WR,3,1,6,2,33.3%,37,18.5,0,2,33.3,21,6.2,0.7,12.3,0,MitcSt02
367,Zach Line,NOR,29,RB,12,2,10,6,60.0%,36,6.0,0,1,20.0,12,3.6,0.5,3.0,0,LineZa01
368,JJ Nelson,OAK,27,WR,2,1,5,4,80.0%,36,9.0,1,1,40.0,29,7.2,2.0,18.0,0,NelsJJ00
369,Bobo Wilson,TAM,24,WR,6,1,11,3,27.3%,35,11.7,0,2,27.3,14,3.2,0.5,5.8,3,WilsJe00
370,Ty Sambrailo,ATL,27,T,13,0,1,1,100.0%,35,35.0,1,1,100.0,35,35.0,0.1,2.7,0,SambTy00
371,Jeff Wilson,SFO,24,RB,10,0,5,3,60.0%,34,11.3,1,1,40.0,25,6.8,0.3,3.4,0,WilsJe01
372,Ishmael Hyman,TAM,24,WR,2,1,4,2,50.0%,34,17.0,0,2,50.0,31,8.5,1.0,17.0,0,HymaIs00
373,Gunner Olszewski,NWE,23,WR,8,0,4,2,50.0%,34,17.0,0,1,25.0,29,8.5,0.3,4.3,1,OlszGu00
374,Bilal Powell,NYJ,31,RB,13,1,12,7,58.3%,33,4.7,0,0,16.7,9,2.8,0.5,2.5,0,PoweBi00
375,Jordan Matthews,2TM,27,WR,3,1,12,4,33.3%,33,8.3,0,1,25.0,10,2.8,1.3,11.0,0,MattJo00
376,Devin Funchess,IND,25,WR,1,1,5,3,60.0%,32,10.7,0,2,60.0,16,6.4,3.0,32.0,0,FuncDe00
377,Derek Watt,LAC,27,RB,16,2,5,3,60.0%,32,10.7,0,1,40.0,21,6.4,0.2,2.0,0,WattDe00
378,Diontae Spencer,DEN,27,WR,16,2,8,6,75.0%,31,5.2,0,1,25.0,20,3.9,0.4,1.9,3,SpenDi00
379,Lee Smith,BUF,32,WR,16,5,5,4,80.0%,31,7.8,1,2,80.0,9,6.2,0.3,1.9,0,SmitLe00
380,C.J. Board,JAX,26,WR,4,0,4,2,50.0%,31,15.5,0,1,50.0,23,7.8,0.5,7.8,0,BoarC.00
381,Travis Benjamin,LAC,30,WR,5,2,16,6,37.5%,30,5.0,0,3,18.8,13,1.9,1.2,6.0,0,BenjTr00
382,Drew Sample,CIN,23,TE,9,2,6,5,83.3%,30,6.0,0,1,33.3,21,5.0,0.6,3.3,0,SampDr00
383,Codey McElroy,TAM,27,TE,1,0,1,1,100.0%,30,30.0,0,1,100.0,30,30.0,1.0,30.0,0,McElCo00
384,Cody Core,NYG,25,WR,16,0,5,3,60.0%,28,9.3,0,2,60.0,11,5.6,0.2,1.8,0,CoreCo00
385,Ryan Switzer,PIT,25,WR,9,0,11,8,72.7%,27,3.4,0,2,36.4,8,2.5,0.9,3.0,1,SwitRy00
386,Pharaoh Brown,CLE,25,TE,9,6,3,2,66.7%,27,13.5,0,1,66.7,18,9.0,0.2,3.0,0,BrowPh01
387,Cam Sims,WAS,23,WR,7,1,3,2,66.7%,27,13.5,0,1,66.7,15,9.0,0.3,3.9,0,SimsCa00
388,Johnny Mundt,LAR,25,TE,13,2,7,4,57.1%,26,6.5,0,1,42.9,9,3.7,0.3,2.0,0,MundJo00
389,Tanner Hudson,TAM,25,TE,9,1,5,2,40.0%,26,13.0,0,1,20.0,14,5.2,0.2,2.9,0,HudsTa00
390,Russell Shepard,NYG,29,WR,3,0,8,3,37.5%,25,8.3,0,1,25.0,12,3.1,1.0,8.3,0,ShepRu00
391,Deonte Harty*+,NOR,22,WR,14,1,6,6,100.0%,24,4.0,0,2,33.3,13,4.0,0.4,1.7,3,HarrDe07
392,Darren Sproles,PHI,36,RB,6,1,10,6,60.0%,24,4.0,0,1,20.0,7,2.4,1.0,4.0,1,SproDa00
393,Devine Ozigbo,JAX,23,RB,10,0,5,3,60.0%,23,7.7,0,1,60.0,12,4.6,0.3,2.3,0,OzigDe01
394,Benny Snell Jr.,PIT,21,RB,13,2,4,3,75.0%,23,7.7,0,0,25.0,14,5.8,0.2,1.8,1,SnelBe00
395,Nick Bellore,SEA,30,LB,14,1,2,2,100.0%,23,11.5,1,2,100.0,20,11.5,0.1,1.6,0,BellNi01
396,Nick Scott,LAR,24,DB,16,0,1,1,100.0%,23,23.0,0,1,0.0,23,23.0,0.1,1.4,0,ScotNi01
397,Justin Jackson,LAC,23,RB,7,0,11,9,81.8%,22,2.4,0,0,36.4,9,2.0,1.3,3.1,0,JackJu01
398,Mike Davis,2TM,26,WR,12,1,8,7,87.5%,22,3.1,0,1,25.0,7,2.8,0.6,1.8,0,DaviMi01
